응답자ID,답변 ID,시작일시,종료일시,D1,점포,고객기대수준,낮은 기대수준 이유,과거 부정적 쇼핑 요소,고객인지품질,고객인지가치,직원 서비스,정보 제공,상품 준비,신속 결제,매장 환경,인도 만족도,인도 불만족 이유,실 대기시간,적정 대기시간,불만 제기 유무,불만 항목,불만 처리 과정 만족도,재이용의향률,제공받고 싶은 서비스,추가 의견
129.0,853-99-43704,2024-04-07 15:17:32,2024-04-07 15:23:30,0524031504800017,명동점,4.0,기타: 담배하시는분 통통한분이 사람을 봤으면 응대를 해줘야하는데 무시하고 원하는거 있어서 물어봤더니 “없는데요?” 하고 휙돌아서 그냥 갔네요 그러더니 옆에있는 아저씨들한테는 “뭐 필요하신거있으세요”라고 먼저 물어보고 기분 정말 드러웠네요 어려서 무시하고 어른이라고 친절하고 기분나빠요 이런식으로 직원 교육하지말아요,,1.0,7.0,1.0,3.0,1.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,직원 불친절,,아니오.,어리다고 무시하지말아주세요 똑같은 돈내고 구매하는데 그 담대 파시는 분 기분 나쁨니다 3/15일 3~4시 사이 그분 일좀 다시 배우세요,다시 한번 적어요 3/15일 3~4시 근무 하신분 서비스 엉망이에요
130.0,676-58-26911,2024-04-07 16:24:44,2024-04-07 16:26:32,0124032916100001,부산점,3.0,기타: 상품이 거의 없음,,3.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,아니오.,명품의류,사고싶어도 종류가 다양하지못함
131.0,100-26-49793,2024-04-07 16:37:38,2024-04-07 16:38:32,0524032631400001,명동점,7.0,,,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
132.0,709-87-82251,2024-04-07 18:30:50,2024-04-07 18:31:53,0524033019700001,명동점,4.0,타 면세점이 익숙함,,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
133.0,864-24-11520,2024-04-07 21:02:47,2024-04-07 21:05:23,0524032639300131,명동점,6.0,,,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,품절상품이 없었으면 합니다,
134.0,874-27-23016,2024-04-08 08:04:37,2024-04-08 08:07:12,0524031434000002,명동점,6.0,,,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,지금도 충분합니다~,친절한 서비스 제공 감사합니다!!
135.0,723-79-28749,2024-04-08 10:57:48,2024-04-08 11:00:21,0524032434200002,명동점,4.0,지인 및 친지의 부정적 견해,,4.0,4.0,4.0,4.0,4.0,7.0,7.0,1.0,인도 시 장시간 대기,21분 ~ 30분,10분,불만을 제기한 경험이 있다.,인도 과정 불만 ,예.,예.,,
136.0,986-32-02409,2024-04-08 14:04:15,2024-04-08 14:05:48,0124031515600003,부산점,4.0,기타: 불친절,,4.0,4.0,3.0,3.0,6.0,5.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
137.0,996-42-51180,2024-04-08 14:12:57,2024-04-08 14:17:35,0524031717800008,명동점,6.0,,,5.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,오프라인 매장 해당 내용은 아니지만 온라인 스페셜오더가 확대되었음 좋겠습니다,더 다양한 브랜드들이 입점되면 좋겠습니다
138.0,950-50-80559,2024-04-08 14:22:12,2024-04-08 14:24:01,0524032905200001,명동점,5.0,,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,없음,면세품목 확대
139.0,922-67-64552,2024-04-08 14:24:11,2024-04-08 14:25:09,0524032111700014,명동점,6.0,,,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,없음,없음
140.0,704-43-17508,2024-04-08 15:00:18,2024-04-08 15:11:49,0124031304700003,부산점,7.0,,,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,의류쪽의  매장이 자꾸 줄어들어 아쉬울때가 많습니다,면세점 이용자가 없어서 매장의 분위기가 너무down되어 생기가도는 살아있는 매장으로 변신되는 날 이 빨리오길 기도할게요
141.0,975-00-09031,2024-04-08 16:53:46,2024-04-08 16:54:39,0524032600400008,명동점,6.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
142.0,293-92-98060,2024-04-08 17:14:42,2024-04-08 17:16:06,0524031520100031,명동점,6.0,,,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
143.0,901-81-83457,2024-04-09 14:02:36,2024-04-09 14:03:12,0524031300400006,명동점,5.0,,,5.0,7.0,6.0,5.0,6.0,6.0,5.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,친절(인도장),
144.0,289-75-27494,2024-04-09 14:08:42,2024-04-09 14:11:03,0524032619800015,명동점,7.0,,,1.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,인도 시 장시간 대기,10분 이하,5분,불만이 있었지만 제기하지 않았다.,직원 불친절,,아니오.,친절한 서비스,고객무시가 느껴지는 응대를 받았네요. 쿠폰을 주지말던가 왜 쿠폰을 주면서 고객 무시하나요?
145.0,794-84-01754,2024-04-09 14:11:56,2024-04-09 14:17:12,0524032700400006,명동점,5.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
146.0,748-34-90315,2024-04-09 14:22:14,2024-04-09 14:24:29,0524040135600004,명동점,3.0,"타 면세점이 익숙함, 기업이미지",,5.0,4.0,7.0,7.0,2.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,오프라인 상품 재고 여부,
147.0,840-65-90996,2024-04-09 14:22:38,2024-04-09 14:26:54,0124032618400002,부산점,6.0,,,5.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,예전에 비해 축소된 느낌. 보다 다양한 상품이 구비 되었으면 좋을 듯... 합니다.
148.0,667-93-49172,2024-04-09 14:41:26,2024-04-09 14:42:33,1624040216400021,인천공항점,5.0,,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
149.0,518-09-74144,2024-04-09 14:42:44,2024-04-09 14:45:49,1424040210800034,인천공항점,7.0,,,1.0,1.0,1.0,1.0,4.0,4.0,7.0,,,,,불만을 제기한 경험이 없다.,,,아니오.,,"고객의 제품 문의시 귀찮아하지말고 성실한 답변을 해줬으면 좋겠습니다. 고객이 물어본건 대충대답하고, 자기네들 행사상품은 몇번을 권하는건지, 정말 불쾌했네요."
150.0,615-85-29634,2024-04-09 14:47:26,2024-04-09 14:48:18,0124032916900005,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
151.0,506-75-34815,2024-04-09 15:10:32,2024-04-09 15:11:34,1724040206600016,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
152.0,457-31-67865,2024-04-09 16:38:52,2024-04-09 16:39:48,0524031909300013,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
153.0,968-40-14454,2024-04-09 17:15:30,2024-04-09 17:18:03,1424040211800003,인천공항점,7.0,,,7.0,5.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,"금액이 온라인과 비교했을때 크게 싸다는 느낌이 없었다 그러면 써비스 품목이 있으면 구매욕구가 생기지 않을까 하는 생각을..,",^^
154.0,870-18-58869,2024-04-09 17:24:14,2024-04-09 17:25:28,1624040205500277,인천공항점,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
155.0,228-88-05592,2024-04-09 19:05:43,2024-04-09 19:10:48,0524032805200006,명동점,6.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,입국시 구매,주류구입을 입국할때 구입했으면
156.0,958-16-91603,2024-04-10 12:52:14,2024-04-10 12:53:37,1724040210300003,인천공항점,5.0,,,5.0,5.0,6.0,6.0,6.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
157.0,870-54-02464,2024-04-10 14:11:33,2024-04-10 14:12:42,0524032822500016,인천공항점,1.0,"타 면세점이 익숙함, 기타: 인천공항 면세점 분리화로인한 구입에 어려움",,1.0,7.0,7.0,1.0,5.0,1.0,7.0,,,,,불만을 제기한 경험이 없다.,,,아니오.,,
158.0,391-87-72800,2024-04-10 14:14:25,2024-04-10 14:16:28,0524033002100031,명동점,4.0,타 면세점이 익숙함,,5.0,6.0,6.0,6.0,4.0,6.0,6.0,7.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,없음,다양한 물품을 구색을 맞추면 좋겠다
159.0,556-80-87410,2024-04-10 14:16:24,2024-04-10 14:17:18,0124033007900012,부산점,6.0,,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
160.0,103-03-85477,2024-04-10 14:21:10,2024-04-10 14:22:10,0524032322700015,명동점,7.0,,,6.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,인기있는 화장품의 재고가 넉넉했음 좋겠다
161.0,335-86-06026,2024-04-10 14:20:41,2024-04-10 14:22:45,0524032600400011,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,없다,
162.0,809-59-13702,2024-04-10 14:18:02,2024-04-10 14:23:27,0524033108900010,명동점,7.0,,,5.0,5.0,5.0,5.0,4.0,5.0,6.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,품절된 제품을 공항에서 살수있게 하는 서비스,40%이상 할인은 모든혜택 제외는 좀 아님
163.0,247-71-35864,2024-04-10 14:23:05,2024-04-10 14:25:32,0524033139300064,명동점,5.0,,,4.0,4.0,5.0,5.0,3.0,7.0,5.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
164.0,909-77-26197,2024-04-10 14:37:51,2024-04-10 14:38:54,0524031635900019,명동점,6.0,,,5.0,7.0,5.0,5.0,6.0,2.0,4.0,4.0,인도 상품 및 과정에 대한 설명 부족,,,불만을 제기한 경험이 없다.,,,예.,,
165.0,997-51-27619,2024-04-10 14:47:28,2024-04-10 14:49:37,0524032113800009,명동점,7.0,,,6.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,다양한 샘플,
166.0,433-46-80587,2024-04-10 15:10:27,2024-04-10 15:11:24,0524032335000010,명동점,6.0,,,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
167.0,638-81-45323,2024-04-10 15:43:11,2024-04-10 15:44:34,0124032611600004,부산점,5.0,,,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,제품이 너무 없어요
168.0,503-21-72424,2024-04-10 19:41:56,2024-04-10 19:43:18,0124033125100001,부산점,6.0,,,7.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,다양한 정보 제공,
169.0,467-48-10915,2024-04-10 23:16:12,2024-04-10 23:18:38,0524032811800003,인천공항점,5.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,친절하고 구매하려는 제품관련 이벤트내용 설명 및 멤버쉽 안내도 해주어 편하게 쇼핑했습니다
170.0,346-00-28844,2024-04-11 14:02:14,2024-04-11 14:04:58,0124031618300009,부산점,7.0,,,7.0,5.0,7.0,7.0,4.0,7.0,7.0,4.0,직원 불친절,,,불만을 제기한 경험이 없다.,,,예.,다양한 제품,인도장 직원 친절과 응대
171.0,512-88-17883,2024-04-11 14:02:44,2024-04-11 14:06:09,0124031619200001,부산점,5.0,,,6.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,매장에 직원과 상품 적어 인터넷으로 구입함
172.0,884-60-43613,2024-04-11 14:07:46,2024-04-11 14:09:02,0524031704200005,명동점,4.0,타 면세점이 익숙함,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,,
173.0,826-77-52273,2024-04-11 14:12:11,2024-04-11 14:12:51,0124033103200005,부산점,6.0,,,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
174.0,298-88-26228,2024-04-11 14:11:16,2024-04-11 14:13:29,0524033003300005,명동점,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,어니오,품절인 상품이 여행 날짜까지 풀리지 않아서 아쉬웠음
175.0,491-50-76596,2024-04-11 14:14:00,2024-04-11 14:14:38,0524033001800011,명동점,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
176.0,527-78-01031,2024-04-11 14:17:37,2024-04-11 14:18:20,0524032416100005,명동점,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
177.0,736-96-92368,2024-04-11 14:16:30,2024-04-11 14:19:59,0524033114000003,명동점,5.0,,,6.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,브랜드가 타면세점에 비해서 적다,유명브랜드가 롯데에 비해서 너무적다
178.0,221-04-37742,2024-04-11 14:24:49,2024-04-11 14:27:02,0524040232200016,명동점,7.0,,,4.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,좀더 많은 재고랴,직원분들이 너무 친절했습니다. 특히 불가리매장 직원들!!!
179.0,300-98-72726,2024-04-11 14:26:38,2024-04-11 14:27:59,0124040208200002,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
180.0,931-56-52053,2024-04-11 14:33:16,2024-04-11 14:35:37,0524031503300006,명동점,6.0,,,6.0,6.0,5.0,4.0,4.0,6.0,5.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,한국인판매원이 많았으면 좋겠습니다,중국어에만 능숙한 판매원들이 많아 국내 면세점에서 역차별받는 느낌입니다
181.0,831-51-65479,2024-04-11 14:30:27,2024-04-11 14:39:21,0524033035900013,명동점,6.0,,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,면세포인트 추가지급 서비스 지속,다양한 명품브랜드를 시내면세점에서 구매하고 보고싶습니다.
182.0,589-60-32905,2024-04-11 14:40:17,2024-04-11 14:41:05,1724040406600042,인천공항점,5.0,,,5.0,5.0,5.0,6.0,6.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
183.0,188-01-29923,2024-04-11 14:51:59,2024-04-11 14:52:41,0524032939200060,명동점,7.0,,,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
184.0,195-42-42713,2024-04-11 15:35:09,2024-04-11 15:42:05,0524031608900008,명동점,7.0,,,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,시계매장에서 직원의 빠른응대가 살짝 미흡했긴했지만 전반적으로 만족스러웠습니다^^
185.0,781-25-68431,2024-04-11 15:51:43,2024-04-11 15:53:12,1724040207000012,인천공항점,5.0,,,5.0,5.0,6.0,6.0,6.0,6.0,5.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
186.0,484-23-21949,2024-04-11 15:58:35,2024-04-11 16:00:09,0124032703600003,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,감사합니다
187.0,981-37-87062,2024-04-11 16:37:17,2024-04-11 16:38:35,0524032801700003,명동점,6.0,,,6.0,6.0,6.0,7.0,6.0,7.0,6.0,4.0,기타: 키오스크에 여권 인식했는데 주문한 상품이 없다고 뜸,,,불만을 제기한 경험이 없다.,,,예.,,
188.0,801-08-50630,2024-04-11 16:57:26,2024-04-11 16:57:56,0124031524100001,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
189.0,791-15-03232,2024-04-11 18:30:06,2024-04-11 18:33:13,0524040207400004,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,라프레리화장품  직원분들  매우  친절하고
190.0,238-56-84386,2024-04-11 19:50:19,2024-04-11 19:54:04,0524031619800019,명동점,3.0,기타: 응대직원 불친절 (중국인 직원),,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,직원 불친절,,,불만이 있었지만 제기하지 않았다.,"직원 불친절, 상품 품절 및 다양성 부족",,예.,상품의 다양성 및 재입고 기간,이벤트 및 적립금 혜택등 한번에 등록되었으면 좋겠다
191.0,524-74-91531,2024-04-11 20:27:25,2024-04-11 20:28:35,0524033128800006,명동점,6.0,,,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,재고 알리미 입고 알리미,항상 친절한 대응 감사합니다
192.0,907-57-34617,2024-04-11 20:34:27,2024-04-11 20:35:10,1524040461400003,인천공항점,6.0,,,6.0,5.0,6.0,6.0,5.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
193.0,854-35-45444,2024-04-11 20:50:35,2024-04-11 20:53:16,0124032312900001,부산점,6.0,,,5.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
194.0,827-59-84710,2024-04-12 14:11:57,2024-04-12 14:12:20,0524032305400004,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
195.0,858-48-38316,2024-04-12 14:22:18,2024-04-12 14:23:26,0524033008800001,명동점,5.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
196.0,358-84-21258,2024-04-12 14:25:42,2024-04-12 14:26:48,0124032819800003,부산점,7.0,,,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,폴슷ㄱㅇ스,
197.0,199-18-59580,2024-04-12 14:45:49,2024-04-12 14:49:18,0524033001400004,명동점,5.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,직원 불친절,,,불만을 제기한 경험이 없다.,,,예.,,인천공항점 화장품 코너 직원들 대부분이 불친절 했음~그래서 구입안하고 기내면세점에서 구입~가격도 쌌음
198.0,458-80-40313,2024-04-12 15:06:46,2024-04-12 15:08:02,0524033102400029,명동점,7.0,,,3.0,3.0,6.0,6.0,2.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,아니오.,인포메이션 센터 찾기 어렵고 적다,인포메이션 센터 찾기 어렵고 적다
199.0,295-83-52947,2024-04-12 15:29:53,2024-04-12 15:34:14,0124031419800001,부산점,5.0,,,5.0,6.0,6.0,6.0,2.0,6.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,ㆍ더 많은제품이  더 신설 되기원합니다,상품이 너무 작은 듯 합니다 ㆍ골프   쉐르보도 예전 처럼 생겼으며 합니다
200.0,693-36-29850,2024-04-12 15:26:43,2024-04-12 15:43:58,0524032314500002,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 있다.,상품 품절 및 다양성 부족,예.,예.,,
201.0,539-57-12489,2024-04-12 16:34:14,2024-04-12 16:36:35,0524033114000006,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,온라인을 활용한 정기적인 할인율 안내 고지,친절하고 응대서비스 만족하였음
202.0,912-93-93422,2024-04-12 16:50:12,2024-04-12 16:50:46,0124032403800001,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
203.0,761-47-89349,2024-04-12 17:14:54,2024-04-12 17:15:51,0524033100400013,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
204.0,604-25-63702,2024-04-12 17:26:21,2024-04-12 17:28:58,0524032318600007,명동점,7.0,,,7.0,4.0,4.0,1.0,4.0,7.0,7.0,1.0,인도 시 장시간 대기,10분 ~ 15분,0분,불만을 제기한 경험이 없다.,,,아니오.,빠른 인도,인터넷 면세는 출국전 면세쇼핑의 시간을 줄이기 위해 이용하는데 인도장에서 시간이 지체되면 인터넷면세를 이용할 이유가 없지 않나요
205.0,545-94-54312,2024-04-12 19:10:10,2024-04-12 19:11:54,0524031810400003,명동점,4.0,타 면세점이 익숙함,,4.0,4.0,4.0,4.0,7.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
206.0,603-67-08068,2024-04-12 22:39:11,2024-04-12 22:40:43,0524033126200003,인천공항점,6.0,,,7.0,7.0,7.0,7.0,6.0,7.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
207.0,615-73-75236,2024-04-13 02:33:42,2024-04-13 02:35:08,0524033137400008,명동점,7.0,,,7.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,더 다양한 제품과 브랜드가 있으면 좋겠어요,사실 늘 다른 면세점을 이용했는데 모델이 투어스라서 이용했어요! 넘 좋네요 :) ♡ 오래 가길
208.0,575-77-38689,2024-04-13 09:02:27,2024-04-13 09:32:12,0124032002900002,부산점,5.0,,,3.0,6.0,3.0,3.0,3.0,7.0,7.0,3.0,"인도 상품 및 과정에 대한 설명 부족, 상품 불량",,,불만을 제기한 경험이 없다.,,,예.,아르마니 수선 서비스를 받고. 확인하니 완벽한 수선처처리가 되지않은 상태입니다ㅡ새것으로 교환가능한지요??,엠포리오 아르마니 매장에서 흰 셔츠 하나늘 구입했는데 태국현지에 확인하니 가슴쪽 박음질부분 약간 (불량)벌어진걸 알면서도 반나절 동안입고 여행을 했으나 도저히 신경쓰여 입국한날 바로 매장에 방문하여 교환을 얘기하니 다음날 매니저 출근하면 연락드린다고 하여 돌아왔음.다음날 수선처리해드린다고 동의하였으나 수선기간은 말을 하지않았다ㅡㅡ생각보다 시간이 걸린것같다. 수선이 깔끔하게 마우리 되지않은 상태로 현재보건중입니다ㅡㅡ이것을 입으야 할까요??
209.0,515-31-05457,2024-04-13 09:31:24,2024-04-13 09:33:59,0124032716900006,부산점,6.0,,,6.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,다양한 제품을 구비해야,
210.0,699-38-06881,2024-04-13 14:05:06,2024-04-13 14:05:52,0524031617800003,인천공항점,4.0,타 면세점이 익숙함,,3.0,5.0,4.0,4.0,6.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
211.0,433-55-05958,2024-04-13 14:29:47,2024-04-13 14:36:46,0524032325600041,명동점,7.0,,,4.0,4.0,1.0,2.0,3.0,4.0,4.0,7.0,,,,불만을 제기한 경험이 없다.,,,아니오.,친절하지는 못해도 불친절하진 말았으면,취소하러 온 고객은 그렇게 막 대해도되는건가요? 모바일 영수증으로 취소가 안된다고 결국 안내데스크 직원과 함께 오니 해주던 모습이 참 별로더라구요. 명동점 종근당 직원의 불친절에 신세계면세점 이미지가 안 좋아졌어요.
